,state/region,ages,year,population,state,area (sq. mi)
2411,WY,under18,2007,128760.0,Wyoming,97818.0
2412,WY,total,2008,546043.0,Wyoming,97818.0
2413,WY,under18,2008,131511.0,Wyoming,97818.0
2414,WY,total,2006,522667.0,Wyoming,97818.0
2415,WY,under18,2006,125525.0,Wyoming,97818.0
2416,WY,total,2005,514157.0,Wyoming,97818.0
2417,WY,under18,2005,124022.0,Wyoming,97818.0
2418,WY,total,2003,503453.0,Wyoming,97818.0
2419,WY,under18,2003,124182.0,Wyoming,97818.0
2420,WY,total,2004,509106.0,Wyoming,97818.0
2421,WY,under18,2004,123974.0,Wyoming,97818.0
2422,WY,total,2002,500017.0,Wyoming,97818.0
2423,WY,under18,2002,125495.0,Wyoming,97818.0
2424,WY,total,2001,494657.0,Wyoming,97818.0
2425,WY,under18,2001,126212.0,Wyoming,97818.0
2426,WY,total,2000,494300.0,Wyoming,97818.0
2427,WY,under18,2000,128774.0,Wyoming,97818.0
2428,WY,total,1999,491780.0,Wyoming,97818.0
2429,WY,under18,1999,130793.0,Wyoming,97818.0
2430,WY,total,1997,489452.0,Wyoming,97818.0
2431,WY,under18,1997,134328.0,Wyoming,97818.0
2432,WY,under18,1998,132602.0,Wyoming,97818.0
2433,WY,total,1998,490787.0,Wyoming,97818.0
2434,WY,under18,1996,135698.0,Wyoming,97818.0
2435,WY,total,1996,488167.0,Wyoming,97818.0
2436,WY,total,1995,485160.0,Wyoming,97818.0
2437,WY,under18,1995,136785.0,Wyoming,97818.0
2438,WY,under18,1994,137733.0,Wyoming,97818.0
2439,WY,total,1994,480283.0,Wyoming,97818.0
2440,WY,under18,1992,137308.0,Wyoming,97818.0
2441,WY,total,1992,466251.0,Wyoming,97818.0
2442,WY,total,1993,473081.0,Wyoming,97818.0
2443,WY,under18,1993,137458.0,Wyoming,97818.0
2444,WY,total,1991,459260.0,Wyoming,97818.0
2445,WY,under18,1991,136720.0,Wyoming,97818.0
2446,WY,under18,1990,136078.0,Wyoming,97818.0
2447,WY,total,1990,453690.0,Wyoming,97818.0
2448,PR,total,2000,3810605.0,Puerto Rico,3515.0
2449,PR,under18,2000,1089063.0,Puerto Rico,3515.0
2450,PR,total,2001,3818774.0,Puerto Rico,3515.0
2451,PR,under18,2001,1077566.0,Puerto Rico,3515.0
2452,PR,total,2002,3823701.0,Puerto Rico,3515.0
2453,PR,under18,2002,1065051.0,Puerto Rico,3515.0
2454,PR,total,2004,3826878.0,Puerto Rico,3515.0
2455,PR,under18,2004,1035919.0,Puerto Rico,3515.0
2456,PR,total,2003,3826095.0,Puerto Rico,3515.0
2457,PR,under18,2003,1050615.0,Puerto Rico,3515.0
2458,PR,total,2005,3821362.0,Puerto Rico,3515.0
2459,PR,under18,2005,1019447.0,Puerto Rico,3515.0
2460,PR,total,2006,3805214.0,Puerto Rico,3515.0
2461,PR,under18,2006,998543.0,Puerto Rico,3515.0
2462,PR,total,2007,3782995.0,Puerto Rico,3515.0
2463,PR,under18,2007,973613.0,Puerto Rico,3515.0
2464,PR,total,2008,3760866.0,Puerto Rico,3515.0
2465,PR,under18,2008,945705.0,Puerto Rico,3515.0
2466,PR,under18,2013,814068.0,Puerto Rico,3515.0
2467,PR,total,2013,3615086.0,Puerto Rico,3515.0
2468,PR,total,2009,3740410.0,Puerto Rico,3515.0
2469,PR,under18,2009,920794.0,Puerto Rico,3515.0
2470,PR,total,2010,3721208.0,Puerto Rico,3515.0
2471,PR,under18,2010,896945.0,Puerto Rico,3515.0
2472,PR,under18,2011,869327.0,Puerto Rico,3515.0
2473,PR,total,2011,3686580.0,Puerto Rico,3515.0
2474,PR,under18,2012,841740.0,Puerto Rico,3515.0
2475,PR,total,2012,3651545.0,Puerto Rico,3515.0
2476,USA,under18,1990,64218512.0,United State,3790399.0
2477,USA,total,1990,249622814.0,United State,3790399.0
2478,USA,total,1991,252980942.0,United State,3790399.0
2479,USA,under18,1991,65313018.0,United State,3790399.0
2480,USA,under18,1992,66509177.0,United State,3790399.0
2481,USA,total,1992,256514231.0,United State,3790399.0
2482,USA,total,1993,259918595.0,United State,3790399.0
2483,USA,under18,1993,67594938.0,United State,3790399.0
2484,USA,under18,1994,68640936.0,United State,3790399.0
2485,USA,total,1994,263125826.0,United State,3790399.0
2486,USA,under18,1995,69473140.0,United State,3790399.0
2487,USA,under18,1996,70233512.0,United State,3790399.0
2488,USA,total,1995,266278403.0,United State,3790399.0
2489,USA,total,1996,269394291.0,United State,3790399.0
2490,USA,total,1997,272646932.0,United State,3790399.0
2491,USA,under18,1997,70920738.0,United State,3790399.0
2492,USA,under18,1998,71431406.0,United State,3790399.0
2493,USA,total,1998,275854116.0,United State,3790399.0
2494,USA,under18,1999,71946051.0,United State,3790399.0
2495,USA,total,2000,282162411.0,United State,3790399.0
2496,USA,under18,2000,72376189.0,United State,3790399.0
2497,USA,total,1999,279040181.0,United State,3790399.0
2498,USA,total,2001,284968955.0,United State,3790399.0
2499,USA,under18,2001,72671175.0,United State,3790399.0
2500,USA,total,2002,287625193.0,United State,3790399.0
2501,USA,under18,2002,72936457.0,United State,3790399.0
2502,USA,total,2003,290107933.0,United State,3790399.0
2503,USA,under18,2003,73100758.0,United State,3790399.0
2504,USA,total,2004,292805298.0,United State,3790399.0
2505,USA,under18,2004,73297735.0,United State,3790399.0
2506,USA,total,2005,295516599.0,United State,3790399.0
2507,USA,under18,2005,73523669.0,United State,3790399.0
2508,USA,total,2006,298379912.0,United State,3790399.0
2509,USA,under18,2006,73757714.0,United State,3790399.0
2510,USA,total,2007,301231207.0,United State,3790399.0
2511,USA,under18,2007,74019405.0,United State,3790399.0
2512,USA,total,2008,304093966.0,United State,3790399.0
2513,USA,under18,2008,74104602.0,United State,3790399.0
2514,USA,under18,2013,73585872.0,United State,3790399.0
2515,USA,total,2013,316128839.0,United State,3790399.0
2516,USA,total,2009,306771529.0,United State,3790399.0
2517,USA,under18,2009,74134167.0,United State,3790399.0
2518,USA,under18,2010,74119556.0,United State,3790399.0
2519,USA,total,2010,309326295.0,United State,3790399.0
2520,USA,under18,2011,73902222.0,United State,3790399.0
2521,USA,total,2011,311582564.0,United State,3790399.0
2522,USA,under18,2012,73708179.0,United State,3790399.0
2523,USA,total,2012,313873685.0,United State,3790399.0
